,TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,qCaretaker,PlantDate,DBH,PlotSize,Latitude,Longitude,Genus,ScientificName,CommonName,Year,Date,Age
7085,14874,DPW Maintained,Lophostemon confertus :: Brisbane Box,6625X 03rd St,1.0,Sidewalk: Curb side : Cutout,Private,2/20/07 0:00,3,3x3,37.71834579,-122.3977394,Lophostemon,Lophostemon confertus,Brisbane Box,2007,2007-02-20 00:00:00,17
7100,15607,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3350 Mission St,2.0,Sidewalk: Curb side : Cutout,Private,1/22/05 0:00,3,3x3,37.74297758,-122.4216902,Platanus,Platanus x,Sycamore: London Plane,2005,2005-01-22 00:00:00,19
7112,265022,Section 806 (d),Lophostemon confertus :: Brisbane Box,99 Harlan Pl,1.0,Sidewalk: Curb side : Cutout,Private,3/17/21 0:00,3,6x6,37.79003311,-122.4054579,Lophostemon,Lophostemon confertus,Brisbane Box,2021,2021-03-17 00:00:00,3
7115,32058,DPW Maintained,Lophostemon confertus :: Brisbane Box,3632 17th St,1.0,Sidewalk: Curb side : Cutout,Private,8/9/95 0:00,13,,37.76303723,-122.4270489,Lophostemon,Lophostemon confertus,Brisbane Box,1995,1995-08-09 00:00:00,29
7136,38371,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,4245 Lawton St,1.0,Sidewalk: Curb side : Cutout,Private,2/2/11 0:00,1,,37.75648082,-122.5087216,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,2011,2011-02-02 00:00:00,13
7141,28946,DPW Maintained,Lophostemon confertus :: Brisbane Box,367 09th St,1.0,Sidewalk: Curb side : Cutout,Private,2/17/06 0:00,6,3x3,37.77299238,-122.4104855,Lophostemon,Lophostemon confertus,Brisbane Box,2006,2006-02-17 00:00:00,18
7154,10358,Permitted Site,Lophostemon confertus :: Brisbane Box,1061 Haight St,1.0,Sidewalk: Curb side : Cutout,Private,11/24/92 0:00,30,3X3,37.77086214,-122.4396933,Lophostemon,Lophostemon confertus,Brisbane Box,1992,1992-11-24 00:00:00,32
7162,50493,Permitted Site,Pittosporum undulatum :: Victorian Box,639 Edinburg St,1.0,Sidewalk: Curb side : Cutout,Private,5/17/16 0:00,3,3x3,37.71903041,-122.4335693,Pittosporum,Pittosporum undulatum,Victorian Box,2016,2016-05-17 00:00:00,8
7175,79013,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1719 20th Ave,1.0,Sidewalk: Curb side : Cutout,Private,10/29/07 0:00,2,3x3,37.75566968,-122.4777507,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2007,2007-10-29 00:00:00,17
7187,50660,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,629 Chestnut St,1.0,Sidewalk: Curb side : Cutout,Private,10/18/07 0:00,4,3x3,37.80363478,-122.4137055,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2007,2007-10-18 00:00:00,17
7203,63614,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2087 Golden Gate Ave,1.0,Sidewalk: Curb side : Cutout,Private,5/31/89 0:00,10,,37.77785311,-122.4448098,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,1989,1989-05-31 00:00:00,35
7240,16980,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,830X Oak St,2.0,Sidewalk: Curb side : Cutout,DPW,2/22/08 0:00,3,3X3,37.77375884,-122.4330022,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2008,2008-02-22 00:00:00,16
7281,6942,DPW Maintained,Lophostemon confertus :: Brisbane Box,556 Fell St,1.0,Sidewalk: Curb side : Cutout,DPW,10/17/12 0:00,3,3X3,37.77548912,-122.4269734,Lophostemon,Lophostemon confertus,Brisbane Box,2012,2012-10-17 00:00:00,12
7309,52337,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,19 Clementina St,2.0,Sidewalk: Curb side : Cutout,Private,12/6/05 0:00,2,,37.78716921,-122.3956076,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2005,2005-12-06 00:00:00,19
7321,252906,Planning Code 138.1 required,Pittosporum undulatum :: Victorian Box,600 South Van Ness Ave,2.0,Sidewalk: Curb side : Cutout,Private,6/26/17 0:00,3,3x3,37.76351931,-122.4173968,Pittosporum,Pittosporum undulatum,Victorian Box,2017,2017-06-26 00:00:00,7
7338,5961,DPW Maintained,Pittosporum undulatum :: Victorian Box,1510 Eddy St,2.0,Sidewalk: Curb side : Cutout,DPW,2/2/90 0:00,6,3X3,37.78143815,-122.4326961,Pittosporum,Pittosporum undulatum,Victorian Box,1990,1990-02-02 00:00:00,34
7342,52583,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1047 Clay St,1.0,Sidewalk: Curb side : Cutout,Private,1/24/06 0:00,4,3x3,37.7936866,-122.4104824,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2006,2006-01-24 00:00:00,18
7369,100339,DPW Maintained,Lophostemon confertus :: Brisbane Box,1190 Mission St,2.0,Sidewalk: Curb side : Cutout,Private,8/6/12 0:00,2,3x3,37.77789539,-122.412734,Lophostemon,Lophostemon confertus,Brisbane Box,2012,2012-08-06 00:00:00,12
7379,67638,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,55 Del Monte St,1.0,Sidewalk: Curb side : Cutout,Private,10/30/92 0:00,8,,37.71587575,-122.4434125,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,1992,1992-10-30 00:00:00,32
7423,15210,DPW Maintained,Lophostemon confertus :: Brisbane Box,1142 Mission St,5.0,Sidewalk: Curb side : Cutout,DPW,1/16/95 0:00,12,3X3,37.77850613,-122.4119525,Lophostemon,Lophostemon confertus,Brisbane Box,1995,1995-01-16 00:00:00,29
7429,65706,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,230 Allison St,1.0,Sidewalk: Curb side : Cutout,Private,4/18/90 0:00,10,,37.71198139,-122.4415121,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,1990,1990-04-18 00:00:00,34
7437,13650,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,595 Market St,3.0,Sidewalk: Curb side : Cutout,DPW,10/28/05 0:00,3,4x4,37.78951553,-122.4008566,Platanus,Platanus x,Sycamore: London Plane,2005,2005-10-28 00:00:00,19
7450,62239,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,480 Capistrano Ave,1.0,Sidewalk: Curb side : Cutout,Private,10/3/85 0:00,9,,37.72461649,-122.4393224,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,1985,1985-10-03 00:00:00,39
7462,29305,DPW Maintained,Lophostemon confertus :: Brisbane Box,1000X Portola Dr,8.0,Median : Cutout,DPW,10/14/05 0:00,3,3X3,37.7416859,-122.4564821,Lophostemon,Lophostemon confertus,Brisbane Box,2005,2005-10-14 00:00:00,19
7486,261997,Planning Code 138.1 required,Platanus x hispanica :: Sycamore: London Plane,607X Florida St,3.0,Sidewalk: Curb side : Cutout,Private,4/7/20 0:00,3,4x4,37.76159237,-122.4110119,Platanus,Platanus x,Sycamore: London Plane,2020,2020-04-07 00:00:00,4
7496,21798,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,2600X Taylor St,3.0,Sidewalk: Curb side : Cutout,Private,1/22/16 0:00,12,3X3,37.80691155,-122.414701,Platanus,Platanus x,Sycamore: London Plane,2016,2016-01-22 00:00:00,8
7503,57909,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,900 Pine St,1.0,Sidewalk: Curb side : Cutout,Private,6/10/77 0:00,3,,37.79091287,-122.4109101,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,1977,1977-06-10 00:00:00,47
7518,111007,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,600X Beach St,1.0,Sidewalk: Curb side : Cutout,Private,7/15/15 0:00,3,,37.80689292,-122.4191851,Platanus,Platanus x,Sycamore: London Plane,2015,2015-07-15 00:00:00,9
7521,250075,Planning Code 138.1 required,Pittosporum undulatum :: Victorian Box,1599X Bush St,4.0,Sidewalk: Curb side : Cutout,Private,4/5/17 0:00,3,Width 4ft,37.78838405,-122.422774,Pittosporum,Pittosporum undulatum,Victorian Box,2017,2017-04-05 00:00:00,7
7536,25226,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1941 Ocean Ave,1.0,Sidewalk: Curb side : Cutout,Private,4/26/96 0:00,6,3x3,37.72552423,-122.463186,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,1996,1996-04-26 00:00:00,28
7540,67004,DPW Maintained,Pittosporum undulatum :: Victorian Box,3700 Divisadero St,1.0,Sidewalk: Curb side : Cutout,Private,2/20/92 0:00,8,,37.80383756,-122.4435354,Pittosporum,Pittosporum undulatum,Victorian Box,1992,1992-02-20 00:00:00,32
7551,15212,DPW Maintained,Lophostemon confertus :: Brisbane Box,1167 Mission St,1.0,Sidewalk: Curb side : Cutout,DPW,3/8/95 0:00,12,3X3,37.77789747,-122.4124329,Lophostemon,Lophostemon confertus,Brisbane Box,1995,1995-03-08 00:00:00,29
7553,15682,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,4046X Mission St,1.0,Sidewalk: Curb side : Cutout,DPW,4/19/95 0:00,6,3x3,37.73233658,-122.4278308,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,1995,1995-04-19 00:00:00,29
7557,39235,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,450 Golden Gate Ave,6.0,Sidewalk: Curb side : Cutout,Private,12/4/98 0:00,9,,37.78142429,-122.4179345,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,1998,1998-12-04 00:00:00,26
7567,9084,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,5637 Geary Blvd,1.0,Sidewalk: Curb side : Cutout,Private,11/16/94 0:00,6,3X3,37.78017142,-122.4799502,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,1994,1994-11-16 00:00:00,30
7576,29083,Permitted Site,Tristaniopsis laurina :: Swamp Myrtle,2230 Bryant St,4.0,Sidewalk: Curb side : Cutout,Private,2/8/06 0:00,3,3x3,37.75869586,-122.4097333,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2006,2006-02-08 00:00:00,18
7584,22960,DPW Maintained,Lophostemon confertus :: Brisbane Box,480 Valencia St,3.0,Sidewalk: Curb side : Cutout,Private,11/13/02 0:00,8,3x6,37.76541605,-122.4220507,Lophostemon,Lophostemon confertus,Brisbane Box,2002,2002-11-13 00:00:00,22
7597,90961,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,4449X Balboa St,1.0,Sidewalk: Curb side : Cutout,DPW,11/12/08 0:00,3,3x3,37.7752146,-122.5066725,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,2008,2008-11-12 00:00:00,16
7646,87582,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,3438X 19th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2/24/08 0:00,3,,37.72504948,-122.4747713,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2008,2008-02-24 00:00:00,16
7655,47831,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,883 46th Ave,1.0,Sidewalk: Curb side : Cutout,Private,10/15/07 0:00,6,3x3,37.77191255,-122.5067992,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,2007,2007-10-15 00:00:00,17
7675,47512,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,200 Santa Rosa Ave,2.0,Sidewalk: Curb side : Cutout,Private,5/14/02 0:00,7,,37.72800034,-122.4382185,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2002,2002-05-14 00:00:00,22
7703,15710,Permitted Site,Tristaniopsis laurina :: Swamp Myrtle,4357X Mission St,2.0,Sidewalk: Curb side : Cutout,Private,5/3/95 0:00,6,3x3,37.72759546,-122.4323786,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,1995,1995-05-03 00:00:00,29
7793,65105,DPW Maintained,Pittosporum undulatum :: Victorian Box,63 20th Ave,1.0,Sidewalk: Curb side : Cutout,Private,7/24/89 0:00,12,,37.78642219,-122.479896,Pittosporum,Pittosporum undulatum,Victorian Box,1989,1989-07-24 00:00:00,35
7812,107813,DPW Maintained,Pittosporum undulatum :: Victorian Box,406 CENTRAL AVE,1.0,Sidewalk: Curb side : Cutout,Private,1/6/15 0:00,3,3x6,37.77343959,-122.4441029,Pittosporum,Pittosporum undulatum,Victorian Box,2015,2015-01-06 00:00:00,9
7816,13228,Permitted Site,Lophostemon confertus :: Brisbane Box,2300 Lombard St,1.0,Sidewalk: Curb side : Cutout,Private,2/14/97 0:00,30,3X3,37.79951218,-122.4395464,Lophostemon,Lophostemon confertus,Brisbane Box,1997,1997-02-14 00:00:00,27
7821,28769,Permitted Site,Lophostemon confertus :: Brisbane Box,600X Willow St,7.0,Sidewalk: Curb side : Cutout,Private,11/19/04 0:00,3,3X3,37.78258454,-122.4275533,Lophostemon,Lophostemon confertus,Brisbane Box,2004,2004-11-19 00:00:00,20
7850,251477,DPW Maintained,Pittosporum undulatum :: Victorian Box,1590 Lyon St,1.0,Sidewalk: Curb side : Cutout,Private,2/21/18 0:00,3,3x3,37.78544554,-122.4448391,Pittosporum,Pittosporum undulatum,Victorian Box,2018,2018-02-21 00:00:00,6
7882,25622,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,800 The Embarcadero,8.0,Sidewalk: Curb side : Cutout,Port,12/18/00 0:00,12,4X4,37.79311463,-122.3919877,Platanus,Platanus x,Sycamore: London Plane,2000,2000-12-18 00:00:00,24
7885,85887,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2550 26th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,12/20/06 0:00,3,3x3,37.7399086,-122.4829169,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2006,2006-12-20 00:00:00,18
7898,21860,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1900 03rd St,2.0,Sidewalk: Curb side : Cutout,DPW,1/15/08 0:00,3,3X3,37.76510103,-122.3891085,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2008,2008-01-15 00:00:00,16
7904,25865,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,800X The Embarcadero,29.0,Sidewalk: Curb side : Cutout,Port,10/30/95 0:00,6,4X4,37.80238487,-122.400694,Platanus,Platanus x,Sycamore: London Plane,1995,1995-10-30 00:00:00,29
7909,115921,DPW Maintained,Pittosporum undulatum :: Victorian Box,50 Beale St,5.0,Sidewalk: Curb side : Cutout,Private,4/15/16 0:00,3,3x3,37.79131115,-122.3961676,Pittosporum,Pittosporum undulatum,Victorian Box,2016,2016-04-15 00:00:00,8
7940,27909,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,100 The Embarcadero,3.0,Sidewalk: Curb side : Cutout,Port,2/1/01 0:00,12,3X3,37.78146649,-122.3885703,Platanus,Platanus x,Sycamore: London Plane,2001,2001-02-01 00:00:00,23
7944,1459,DPW Maintained,Pittosporum undulatum :: Victorian Box,170 Arguello Blvd,1.0,Sidewalk: Curb side : Cutout,DPW,3/29/18 0:00,3,3X3,37.78714318,-122.4591992,Pittosporum,Pittosporum undulatum,Victorian Box,2018,2018-03-29 00:00:00,6
7986,98810,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,290 Napoleon St,6.0,Sidewalk: Curb side : Cutout,Private,3/19/12 0:00,3,3x3,37.74614158,-122.401725,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2012,2012-03-19 00:00:00,12
7990,27744,DPW Maintained,Lophostemon confertus :: Brisbane Box,1399 Cesar Chavez St,5.0,Sidewalk: Curb side : Cutout,DPW,4/15/15 8:09,3,3x3,37.75007129,-122.3913913,Lophostemon,Lophostemon confertus,Brisbane Box,2015,2015-04-15 08:09:00,9
7994,22096,Permitted Site,Lophostemon confertus :: Brisbane Box,3400X 03rd St,9.0,Sidewalk: Curb side : Cutout,Port,3/16/95 0:00,3,3X3,37.74525249,-122.3872998,Lophostemon,Lophostemon confertus,Brisbane Box,1995,1995-03-16 00:00:00,29
8010,192598,DPW Maintained,Lophostemon confertus :: Brisbane Box,104 09th St,2.0,Sidewalk: Curb side : Cutout,Private,8/30/17 0:00,3,Width 4ft,37.775938,-122.4145206,Lophostemon,Lophostemon confertus,Brisbane Box,2017,2017-08-30 00:00:00,7
8046,232659,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,15 Eugenia Ave,1.0,Sidewalk: Curb side : Cutout,Private,2/23/73 0:00,24,Width 4ft,37.74194959,-122.4213988,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,2073,2073-02-23 00:00:00,-49
8055,111187,DPW Maintained,Lophostemon confertus :: Brisbane Box,8 10th St,5.0,Sidewalk: Curb side : Cutout,Private,2/3/17 0:00,3,3x6,37.77608926,-122.4171048,Lophostemon,Lophostemon confertus,Brisbane Box,2017,2017-02-03 00:00:00,7
8062,27719,Permitted Site,Lophostemon confertus :: Brisbane Box,1300X Cesar Chavez St,1.0,Sidewalk: Curb side : Cutout,Private,5/10/03 0:00,3,3X3,37.75018763,-122.3904601,Lophostemon,Lophostemon confertus,Brisbane Box,2003,2003-05-10 00:00:00,21
8100,1194,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,3051 Alemany Blvd,1.0,Sidewalk: Curb side : Cutout,Private,12/2/98 0:00,6,3X3,37.71070357,-122.4538063,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,1998,1998-12-02 00:00:00,26
8164,7714,Permitted Site,Lophostemon confertus :: Brisbane Box,101X Franklin St,2.0,Sidewalk: Curb side : Cutout,Private,11/18/97 0:00,6,3X3,37.77523536,-122.4210481,Lophostemon,Lophostemon confertus,Brisbane Box,1997,1997-11-18 00:00:00,27
8170,90255,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,3220 Balboa St,1.0,Sidewalk: Curb side : Cutout,DPW,4/22/08 0:00,5,3x3,37.77596998,-122.4934887,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,2008,2008-04-22 00:00:00,16
8186,144172,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,626 41st Ave,1.0,Sidewalk: Curb side : Cutout,Private,1/25/20 11:19,0,Width 4ft,37.77685011,-122.501612,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2020,2020-01-25 11:19:00,4
8189,25829,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,1100X The Embarcadero,5.0,Sidewalk: Curb side : Cutout,Port,10/30/95 0:00,6,4X4,37.80414513,-122.4019184,Platanus,Platanus x,Sycamore: London Plane,1995,1995-10-30 00:00:00,29
8193,21920,DPW Maintained,Lophostemon confertus :: Brisbane Box,2210X 03rd St,5.0,Sidewalk: Curb side : Cutout,DPW,1/20/95 0:00,10,2X3,37.76160753,-122.3888235,Lophostemon,Lophostemon confertus,Brisbane Box,1995,1995-01-20 00:00:00,29
8199,15672,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,3950X Mission St,1.0,Sidewalk: Curb side : Cutout,DPW,4/18/95 0:00,6,3X3,37.73451074,-122.425699,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,1995,1995-04-18 00:00:00,29
8211,3851,Permitted Site,Lophostemon confertus :: Brisbane Box,201X Cashmere St,8.0,Sidewalk: Curb side : Cutout,Private,8/16/96 0:00,3,3X3,37.73658386,-122.3861908,Lophostemon,Lophostemon confertus,Brisbane Box,1996,1996-08-16 00:00:00,28
8217,22013,DPW Maintained,Lophostemon confertus :: Brisbane Box,2799 03rd St,2.0,Sidewalk: Curb side : Cutout,DPW,2/14/95 0:00,6,3X3,37.75411643,-122.3877791,Lophostemon,Lophostemon confertus,Brisbane Box,1995,1995-02-14 00:00:00,29
8234,17663,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,890X Oak St,1.0,Sidewalk: Curb side : Cutout,Private,6/22/98 0:00,6,3X3,37.77365522,-122.4338792,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,1998,1998-06-22 00:00:00,26
8237,17686,DPW Maintained,Lophostemon confertus :: Brisbane Box,1090 Pierce St,6.0,Sidewalk: Curb side : Cutout,DPW,11/30/16 0:00,18,4X4,37.78000347,-122.4353399,Lophostemon,Lophostemon confertus,Brisbane Box,2016,2016-11-30 00:00:00,8
8238,40097,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1936 McAllister St,1.0,Sidewalk: Curb side : Cutout,Private,3/18/99 0:00,10,,37.77714679,-122.4439753,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,1999,1999-03-18 00:00:00,25
8249,29294,DPW Maintained,Lophostemon confertus :: Brisbane Box,400X Portola Dr,15.0,Median : Cutout,DPW,10/14/05 0:00,3,3X3,37.74595104,-122.4501899,Lophostemon,Lophostemon confertus,Brisbane Box,2005,2005-10-14 00:00:00,19
8250,52133,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,827 Pierce St,4.0,Sidewalk: Curb side : Cutout,Private,10/26/05 0:00,4,,37.7779545,-122.4350687,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2005,2005-10-26 00:00:00,19
8251,28977,Permitted Site,Lophostemon confertus :: Brisbane Box,300X 09th St,1.0,Sidewalk: Curb side : Cutout,Private,2/17/06 0:00,3,3x3,37.77370819,-122.4116558,Lophostemon,Lophostemon confertus,Brisbane Box,2006,2006-02-17 00:00:00,18
8260,49703,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,3375 17th St,1.0,Sidewalk: Curb side : Cutout,Private,6/3/03 0:00,3,3x3,37.76329368,-122.4216407,Platanus,Platanus x,Sycamore: London Plane,2003,2003-06-03 00:00:00,21
8281,93051,DPW Maintained,Pittosporum undulatum :: Victorian Box,1555X Fairfax Ave,1.0,Sidewalk: Curb side : Cutout,DPW,1/9/10 0:00,3,3x3,37.74202412,-122.3889676,Pittosporum,Pittosporum undulatum,Victorian Box,2010,2010-01-09 00:00:00,14
8292,29278,DPW Maintained,Lophostemon confertus :: Brisbane Box,300X Portola Dr,22.0,Median : Cutout,DPW,10/14/05 0:00,3,3X3,37.74655273,-122.4473916,Lophostemon,Lophostemon confertus,Brisbane Box,2005,2005-10-14 00:00:00,19
8313,43969,DPW Maintained,Pittosporum undulatum :: Victorian Box,460 Natoma St,2.0,Sidewalk: Curb side : Cutout,Private,8/24/00 0:00,4,,37.78079971,-122.4069534,Pittosporum,Pittosporum undulatum,Victorian Box,2000,2000-08-24 00:00:00,24
8334,69477,Permitted Site,Tristaniopsis laurina :: Swamp Myrtle,1630 16th Ave,1.0,Sidewalk: Curb side : Cutout,Private,12/23/14 0:00,3,,37.75742938,-122.4735214,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2014,2014-12-23 00:00:00,10
8351,90290,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,4825X Balboa St,3.0,Sidewalk: Curb side : Cutout,DPW,4/24/08 0:00,3,3x3,37.77470249,-122.5111315,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,2008,2008-04-24 00:00:00,16
8379,27151,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1725 Silver Ave,1.0,Sidewalk: Curb side : Cutout,DPW,1/2/13 0:00,3,3X3,37.7334939,-122.4039783,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2013,2013-01-02 00:00:00,11
8381,85888,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2538 26th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,12/20/06 0:00,3,3x3,37.74009398,-122.4829267,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2006,2006-12-20 00:00:00,18
8385,31954,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,376 Larkin St,1.0,Sidewalk: Curb side : Cutout,Private,12/28/16 0:00,3,,37.78105077,-122.4169857,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,2016,2016-12-28 00:00:00,8
8391,14046,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1355 Market St,12.0,Sidewalk: Curb side : Cutout,DPW,9/25/89 0:00,12,4x4,37.77728031,-122.4163653,Platanus,Platanus x,Sycamore: London Plane,1989,1989-09-25 00:00:00,35
8402,29157,DPW Maintained,Lophostemon confertus :: Brisbane Box,450 Jones St,3.0,Sidewalk: Curb side : Cutout,DPW,5/23/19 0:00,3,3x3,37.78555736,-122.412837,Lophostemon,Lophostemon confertus,Brisbane Box,2019,2019-05-23 00:00:00,5
8411,3217,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3838 California St,3.0,Sidewalk: Curb side : Cutout,Private,3/18/94 0:00,4,3X3,37.78598314,-122.4575035,Platanus,Platanus x,Sycamore: London Plane,1994,1994-03-18 00:00:00,30
8435,35119,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,677 Lisbon St,1.0,Sidewalk: Curb side : Cutout,Private,1/28/98 0:00,5,,37.71763747,-122.4368228,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,1998,1998-01-28 00:00:00,26
8441,106735,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1645 Pacific Ave,1.0,Sidewalk: Curb side : Cutout,Private,5/30/14 0:00,4,3x3,37.79484691,-122.4224838,Platanus,Platanus x,Sycamore: London Plane,2014,2014-05-30 00:00:00,10
8492,25276,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1914 Ocean Ave,1.0,Sidewalk: Curb side : Cutout,DPW,6/4/97 0:00,5,3X3,37.72549332,-122.4625275,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,1997,1997-06-04 00:00:00,27
8496,89302,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,504- 508 Broadway,2.0,Sidewalk: Curb side : Cutout,Private,10/28/08 0:00,6,3x3,37.7980748,-122.4057241,Platanus,Platanus x,Sycamore: London Plane,2008,2008-10-28 00:00:00,16
8500,192595,Planning Code 138.1 required,Lophostemon confertus :: Brisbane Box,1321 Mission St,2.0,Sidewalk: Curb side : Cutout,Private,3/7/95 0:00,3,Width 4ft,37.77600574,-122.4148326,Lophostemon,Lophostemon confertus,Brisbane Box,1995,1995-03-07 00:00:00,29
8502,21159,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2300X Sunset Blvd,6.0,Sidewalk: Curb side : Cutout,DPW,5/22/97 0:00,3,10,37.74406883,-122.4946824,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,1997,1997-05-22 00:00:00,27
8518,29324,DPW Maintained,Lophostemon confertus :: Brisbane Box,1250X Portola Dr,13.0,Median : Cutout,DPW,10/14/05 0:00,3,3x3,37.74001208,-122.4635823,Lophostemon,Lophostemon confertus,Brisbane Box,2005,2005-10-14 00:00:00,19
8539,2124,DPW Maintained,Lophostemon confertus :: Brisbane Box,1100X Bosworth St,13.0,Sidewalk: Curb side : Cutout,DPW,8/6/05 0:00,3,,37.73462174,-122.4388132,Lophostemon,Lophostemon confertus,Brisbane Box,2005,2005-08-06 00:00:00,19
8550,90264,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,3832X Balboa St,2.0,Sidewalk: Curb side : Cutout,DPW,4/22/08 0:00,3,3x3,37.77566763,-122.5000838,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,2008,2008-04-22 00:00:00,16
8561,91907,DPW Maintained,Pittosporum undulatum :: Victorian Box,1634 Irving St,1.0,Sidewalk: Curb side : Cutout,DPW,12/15/08 0:00,3,3x3,37.76369387,-122.4753698,Pittosporum,Pittosporum undulatum,Victorian Box,2008,2008-12-15 00:00:00,16
